task	commit	axis	build	scope	arm	size	instrument	value_median	value_min	value_max	value_rounds
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	per_pass	ir	-	instructions:u	4059.002085	4059.002031	4059.002102	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	fixed	ir	-	instructions:u	621218.000000	620197.000000	622795.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	per_pass_gap	ir-tw	-	instructions:u	238.999980	238.999865	239.000008	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	arm_ratio	ir/tw	small	cycles:u	1.040613	1.038419	1.043236	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	absolute	tw	small	cycles:u	15155940229.000000	15087787625.000000	15275558129.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	absolute	ir	small	cycles:u	15771467293.000000	15731149233.000000	15863706188.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	arm_ratio	ir/tw	large	cycles:u	1.038735	0.952101	1.041077	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	absolute	tw	large	cycles:u	30299262787.000000	30253294842.000000	33063529820.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	absolute	ir	large	cycles:u	31479830853.000000	31461822718.000000	31515181974.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	per_pass	tw	-	cycles:u	797.016977	794.766109	939.726982	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	fixed	tw	-	cycles:u	-10930464.000000	-2646095496.000000	175002058.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	per_pass	ir	-	cycles:u	826.390785	821.020452	830.266630	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	fixed	ir	-	cycles:u	70042383.000000	-34949982.000000	263045531.999998	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	per_pass_gap	ir-tw	-	cycles:u	29.373808	-117.825684	33.302487	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	arm_ratio	ir/tw	small	instructions:u	1.070942	1.070942	1.070942	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	absolute	tw	small	instructions:u	72580653789.000000	72580653422.000000	72580654433.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	absolute	ir	small	instructions:u	77729660940.000000	77729660186.000000	77729661271.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	arm_ratio	ir/tw	large	instructions:u	1.070942	1.070942	1.070942	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	absolute	tw	large	instructions:u	145160694116.000000	145160693696.000000	145160694274.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	absolute	ir	large	instructions:u	155458701463.000000	155458700741.000000	155458701734.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	per_pass	tw	-	instructions:u	3820.002122	3820.002084	3820.002147	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	fixed	tw	-	instructions:u	613462.000000	612633.000000	614835.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	per_pass	ir	-	instructions:u	4091.002146	4091.002084	4091.002181	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	fixed	ir	-	instructions:u	620146.000000	618754.000000	621558.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	per_pass_gap	ir-tw	-	instructions:u	271.000000	270.999988	271.000058	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	arm_ratio	ir/tw	small	cycles:u	1.107276	1.103619	1.109848	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	absolute	tw	small	cycles:u	14890531903.000000	14841849218.000000	15081727670.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	absolute	ir	small	cycles:u	16511416520.000000	16460774186.000000	16661194350.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	arm_ratio	ir/tw	large	cycles:u	1.097252	1.092360	1.109197	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	absolute	tw	large	cycles:u	29947167497.000000	29666935715.000000	30065848586.000000	5
