task	commit	axis	build	scope	arm	size	instrument	value_median	value_min	value_max	value_rounds
5b-drift	b1ec122ca	dispatchclass	head	arm_ratio	ir/tw	large	cycles:u	1.063550	1.033367	1.087778	7
5b-drift	b1ec122ca	dispatchclass	head	absolute	tw	large	cycles:u	6773716112.000000	6704694042.000000	6870256149.000000	7
5b-drift	b1ec122ca	dispatchclass	head	absolute	ir	large	cycles:u	7204188673.000000	7099493572.000000	7340013327.000000	7
5b-drift	b1ec122ca	dispatchclass	head	per_pass	tw	-	cycles:u	1674.287823	1628.377337	1730.815814	7
5b-drift	b1ec122ca	dispatchclass	head	fixed	tw	-	cycles:u	54223520.000000	-53007107.000000	191184694.000000	7
5b-drift	b1ec122ca	dispatchclass	head	per_pass	ir	-	cycles:u	1789.769416	1730.174342	1854.188811	7
5b-drift	b1ec122ca	dispatchclass	head	fixed	ir	-	cycles:u	45111009.000000	-99452162.000000	192540113.000000	7
5b-drift	b1ec122ca	dispatchclass	head	per_pass_gap	ir-tw	-	cycles:u	102.745516	-0.641472	195.603431	7
5b-drift	b1ec122ca	dispatchclass	base>head	across_builds	tw	small	instructions:u	1.090385	1.088360	1.090398	7
5b-drift	b1ec122ca	dispatchclass	base>head	across_builds	ir	small	instructions:u	1.092570	1.089794	1.099632	7
5b-drift	b1ec122ca	dispatchclass	base>head	across_builds	tw	large	instructions:u	1.086568	1.082861	1.088899	7
5b-drift	b1ec122ca	dispatchclass	base>head	across_builds	ir	large	instructions:u	1.088703	1.088692	1.090436	7
5b-drift	b1ec122ca	dispatchclass	base>head	across_builds	tw	small	cycles:u	1.145415	1.114388	1.161228	7
5b-drift	b1ec122ca	dispatchclass	base>head	across_builds	ir	small	cycles:u	1.196931	1.185594	1.232802	7
5b-drift	b1ec122ca	dispatchclass	base>head	across_builds	tw	large	cycles:u	1.155425	1.112844	1.166692	7
5b-drift	b1ec122ca	dispatchclass	base>head	across_builds	ir	large	cycles:u	1.195650	1.158098	1.224836	7
5b-drift	b1ec122ca	emptyloop	base	arm_ratio	ir/tw	small	instructions:u	0.858466	0.858465	0.858466	7
5b-drift	b1ec122ca	emptyloop	base	absolute	tw	small	instructions:u	5475614676.000000	5475614112.000000	5475615321.000000	7
5b-drift	b1ec122ca	emptyloop	base	absolute	ir	small	instructions:u	4700626828.000000	4700626152.000000	4700627357.000000	7
5b-drift	b1ec122ca	emptyloop	base	arm_ratio	ir/tw	large	instructions:u	0.858457	0.858457	0.858457	7
5b-drift	b1ec122ca	emptyloop	base	absolute	tw	large	instructions:u	10950614955.000000	10950614345.000000	10950615108.000000	7
5b-drift	b1ec122ca	emptyloop	base	absolute	ir	large	instructions:u	9400626923.000000	9400626780.000000	9400627750.000000	7
5b-drift	b1ec122ca	emptyloop	base	per_pass	tw	-	instructions:u	438.000019	437.999976	438.000062	7
5b-drift	b1ec122ca	emptyloop	base	fixed	tw	-	instructions:u	614491.000000	613409.000000	615614.000000	7
5b-drift	b1ec122ca	emptyloop	base	per_pass	ir	-	instructions:u	376.000002	375.999968	376.000085	7
5b-drift	b1ec122ca	emptyloop	base	fixed	ir	-	instructions:u	626861.000000	625381.000000	627596.000000	7
5b-drift	b1ec122ca	emptyloop	base	per_pass_gap	ir-tw	-	instructions:u	-61.999983	-62.000094	-61.999892	7
5b-drift	b1ec122ca	emptyloop	base	arm_ratio	ir/tw	small	cycles:u	0.846658	0.843598	0.848803	7
5b-drift	b1ec122ca	emptyloop	base	absolute	tw	small	cycles:u	945488033.000000	943657002.000000	946935971.000000	7
5b-drift	b1ec122ca	emptyloop	base	absolute	ir	small	cycles:u	799882327.000000	798024974.000000	802533104.000000	7
5b-drift	b1ec122ca	emptyloop	base	arm_ratio	ir/tw	large	cycles:u	0.845713	0.842546	0.846088	7
5b-drift	b1ec122ca	emptyloop	base	absolute	tw	large	cycles:u	1893230697.000000	1887405635.000000	1896665219.000000	7
5b-drift	b1ec122ca	emptyloop	base	absolute	ir	large	cycles:u	1598386928.000000	1595133939.000000	1604182815.000000	7
5b-drift	b1ec122ca	emptyloop	base	per_pass	tw	-	cycles:u	75.780200	75.237573	76.240657	7
5b-drift	b1ec122ca	emptyloop	base	fixed	tw	-	cycles:u	-1338025.000000	-9351215.000000	6466307.000000	7
5b-drift	b1ec122ca	emptyloop	base	per_pass	ir	-	cycles:u	63.972463	63.647399	64.288807	7
5b-drift	b1ec122ca	emptyloop	base	fixed	ir	-	cycles:u	916009.000000	-3037361.000000	5110069.000000	7
5b-drift	b1ec122ca	emptyloop	base	per_pass_gap	ir-tw	-	cycles:u	-11.951850	-12.020974	-11.434660	7
5b-drift	b1ec122ca	emptyloop	head	arm_ratio	ir/tw	small	instructions:u	0.851092	0.851044	0.851109	7
5b-drift	b1ec122ca	emptyloop	head	absolute	tw	small	instructions:u	5539193192.000000	5539035801.000000	5539352280.000000	7
5b-drift	b1ec122ca	emptyloop	head	absolute	ir	small	instructions:u	4714295045.000000	4714233582.000000	4714454517.000000	7
